MID,MID Type,DBA,Client ID,Partner,Submitted Date,Approval Date,Related Acquiring MID,Rep,,,
376329,Gateway,BENTONVILLE MEDICAL #33,10000475 - ARcare,Relatient,2020-09-17,2020-09-17,1239220055039003,AxiaMed House,,,
376330,Gateway,Anew Era TMS &amp; Psychiatry of Texas P.A. ,10008049 - Anew Era TMS,Office Ally,2020-09-17,2020-09-17,1239220055041827,AxiaMed House,,,
376336,Gateway,Jennifer Gorrelick MD PLLC,"10003571 - Jennifer Gorrelick, MD, PLLC",Office Ally,2020-09-17,2020-09-17,1239220055038997,AxiaMed House,,,
376459,Gateway,"J. Mark O'Shea, LCSW","10003510 - J. Mark O'Shea, LCSW",Office Ally,2020-09-18,2020-09-18,1239220055039045,AxiaMed House,,,
376492,Gateway,UNIVERSITY MEDICAL ASSOCIATES,10007506 - University of Louisville Physicians,Experian Health,2020-09-21,2020-09-21,1239220055038948,AxiaMed House,,,
376575,Gateway,Wellsprings Health Care Partners Inc,"10007757 - Wellsprings Health Care Partners, Inc.",Office Ally,2020-09-22,2020-09-22,1239220055039086,AxiaMed House,,,
376581,Gateway,The Ridge Pinehurst,10007179 - The Ridge Pinehurst,FullCount,2020-09-22,2020-09-22,1239220055038930,AxiaMed House,,,
376710,Gateway,Jennifer M. Huwe PsyD LLC,"10003573 - Jennifer M. Huwe, PsyD, LLC",Office Ally,2020-09-24,2020-09-24,1239220055039128,AxiaMed House,,,
376745,Gateway,"James Schmidt, MD","10003532 - James Schmidt, MD",Office Ally,2020-09-24,2020-09-24,1239220055039110,AxiaMed House,,,
376746,Gateway,"Advanced Lab Solutions, LLC",10000131 - Advanced Lab Solutions,RCM,2020-09-24,2020-09-24,1239220055039052,AxiaMed House,,,
376812,Gateway,MAPLE CONSULTING LLC,"10004213 - Maple Consulting, LLC",Office Ally,2020-09-25,2020-09-25,1239220055039102,AxiaMed House,,,
376871,Gateway,"Etheridge Psychology, PA","10002523 - Etheridge Psychology, PA",Office Ally,2020-09-28,2020-09-28,1239220055039185,AxiaMed House,,,
377021,Gateway,Valley to Coast Mental Health &amp; Wellness LLC,"10007592 - Valley to Coast Mental Health & Wellness, LLC",Office Ally,2020-09-30,2020-09-30,1239220055039219,AxiaMed House,,,
377027,Gateway,BSMH_5327Hutchingson,10004404 - Mercy Health,Experian Health,2020-09-30,2020-09-30,1239220055039169,AxiaMed House,,,
377049,Gateway,TCHMA WILMINGTON,10007101 - The Christ Hospital,Experian Health,2020-09-30,2020-09-30,1239220055038922,AxiaMed House,,,
377065,Gateway,Apex PT-Lake City,10000448 - ApexNetwork Physical Therapy,Practice Pro (Partner),2020-09-30,2020-09-30,1239220055039151,AxiaMed House,,,
377102,Gateway,AHMC SETON MEDICAL CENTER,10000177 - AHMC Health,Experian Health,2020-10-01,2020-10-01,,AxiaMed House,,,
377103,Gateway,AHMC SETON COASTSIDE,10000177 - AHMC Health,Experian Health,2020-10-01,2020-10-01,,AxiaMed House,,,
377215,Gateway,RELIANCE ASSOCIATES LLC,"10005726 - Reliance Associates, LLC",Office Ally,2020-10-02,2020-10-02,1239220055039177,AxiaMed House,,,
377216,Gateway,"Nancy Levin McGrath, LICSW","10004696 - Nancy Levin McGrath, LICSW",Office Ally,2020-10-02,2020-10-02,1239220055039235,AxiaMed House,,,
377291,Gateway,Peter Knight,10005373 - Peter Knight,Office Ally,2020-10-05,2020-10-05,1239220055039300,AxiaMed House,,,
377358,Gateway,Smile Montana Dental Center - Kalispell,10006482 - Smile Montana Dental Center,Henry Schein One,2020-10-06,2020-10-06,1239220055039276,AxiaMed House,,,
377359,Gateway,Smile Montana Dental Center - Whitefish,10006482 - Smile Montana Dental Center,Henry Schein One,2020-10-06,2020-10-06,1239220055039284,AxiaMed House,,,
377416,Gateway,"CHRISTINA M JACKSON, L.AC","10001325 - Christina M. Jackson, LAc, PS",Office Ally,2020-10-07,2020-10-07,1239220055039375,AxiaMed House,,,
377417,Gateway,YULI FRADKIN MD LLC,"10007948 - Yuli Fradkin, MD",Office Ally,2020-10-07,2020-10-07,1239220055039367,AxiaMed House,,,
377502,Gateway,UL PHYS PATIENT SERVICES,10007506 - University of Louisville Physicians,Experian Health,2020-10-08,2020-10-08,1239220055039383,AxiaMed House,,,
377541,Gateway,Compass Rose Psychiatry,"10001515 - Compass Rose Psychiatry, LLC",Office Ally,2020-10-09,2020-10-09,1239220055039391,AxiaMed House,,,
377551,Gateway,WEST GEORGIA UROLOGY,10007781 - West Georgia Urology Physicians Group,Experian Health,2020-10-09,2020-10-09,1239220055039326,AxiaMed House,,,
377555,Gateway,DAFFODIL PEDIATRICS,10007038 - Tanner Health System,Experian Health,2020-10-09,2020-10-09,1239220055039201,AxiaMed House,,,
377575,Gateway,GRACE COUNSELING CENTER,10002981 - Grace Counseling Center,Office Ally,2020-10-09,2020-10-09,1239220055039409,AxiaMed House,,,
377576,Gateway,Smile Montana Dental Center - Columbia Falls,10006482 - Smile Montana Dental Center,Henry Schein One,2020-10-09,2020-10-09,1239220055039268,AxiaMed House,,,
377685,Gateway,Apex PT - Oakville,10000448 - ApexNetwork Physical Therapy,Practice Pro (Partner),2020-10-13,2020-10-13,1239220055039433,AxiaMed House,,,
377754,Gateway,PrimeCare Emergency Center - Arlington LLC,10005527 - PrimeCare Emergency Center - Arlington LLC,Blitz Medical Billing (partner),2020-10-14,2020-10-14,1239220055039136,AxiaMed House,,,
377755,Gateway,Larkin Emergency Physicians,10003924 - Larkin Emergency Physicians LLC.,Blitz Medical Billing (partner),2020-10-14,2020-10-14,1239220055039227,AxiaMed House,,,
397851,Gateway,Apex PT - Marana,10009705 - Apex PT - Marana,Practice Pro (Partner),2021-12-22,2021-12-22,1239220055047865,AxiaMed House,,,
398756,Gateway,Nielson Physical Therapy,10008074 - Fyzical - Medical & Sports Rehab Center,Practice Pro (Partner),2022-01-14,2022-01-14,1239220055048145,AxiaMed House,,,
377809,Gateway,Developmental Pediatrics of Greater Boston LLC,10002106 - Developmental Pediatrics of Greater Boston,Office Ally,2020-10-15,2020-10-15,1239220055039458,AxiaMed House,,,
341235,Gateway,University Hospitals - Lab Services,10007494 - University Hospitals - Lab Services,RCM,2019-01-02,2019-01-02,,AxiaMed House,,,
377875,Gateway,Valley Psychological Group Inc,"10007591 - Valley Psychological Group, Inc.",Office Ally,2020-10-16,2020-10-16,1239220055039417,AxiaMed House,,,
377950,Gateway,REALM HEALTHCARE INC,"10005684 - Realm Healthcare, Inc.",Office Ally,2020-10-19,2020-10-19,1239220055039144,AxiaMed House,,,
378029,Gateway,"Ascend Medical, LLC",10000516 - Ascend Medical,Office Ally,2020-10-20,2020-10-20,1239220055039490,AxiaMed House,,,
378072,Gateway,BSMH_825Market_Lima,10004404 - Mercy Health,Experian Health,2020-10-21,2020-10-21,1239220055039516,AxiaMed House,,,
378075,Gateway,BSMH_5230_KingsMill,10004404 - Mercy Health,Experian Health,2020-10-21,2020-10-21,1239220055039532,AxiaMed House,,,
378155,Gateway,Apex PT - Peoria,10000448 - ApexNetwork Physical Therapy,Practice Pro (Partner),2020-10-22,2020-10-22,1239220055039425,AxiaMed House,,,
378158,Gateway,Faith Solutions to Mental Health,10002578 - Faith Solutions to Mental Health,Office Ally,2020-10-22,2020-10-22,1239220055039482,AxiaMed House,,,
378162,Gateway,"Apogee Human Services Consultants, LLC","10000460 - Apogee Human Services Consultants, LLC",Office Ally,2020-10-22,2020-10-22,1239220055039524,AxiaMed House,,,
378362,Gateway,"Laura L. Brown, Psyd, PLLC","10003942 - Laura L. Brown, Psyd, PLLC",Office Ally,2020-10-27,2020-10-27,1239220055039631,AxiaMed House,,,
378379,Gateway,Vitaliy Shaulov MD Inc,"10007666 - Vitaliy Shaulov, MD, Inc.",Office Ally,2020-10-27,2020-10-27,1239220055039656,AxiaMed House,,,
378429,Gateway,Dr. Malaygiri Aparnath,10002223 - Dr. Malaygiri Aparnath,Office Ally,2020-10-28,2020-10-28,1239220055039664,AxiaMed House,,,
378466,Gateway,Fourpoints Dental,10002747 - Fourpoints Dental,Henry Schein One,2020-10-28,2020-10-28,1239220055039573,AxiaMed House,,,
378506,Gateway,Capricorn Health LLC,"10001020 - Capricorn Health, LLC",Office Ally,2020-10-29,2020-10-29,1239220055039581,AxiaMed House,,,
378507,Gateway,BSMH_HarnessHealthPartners,10004404 - Mercy Health,Experian Health,2020-10-29,2020-10-29,1239220055039672,AxiaMed House,,,
378595,Gateway,BSMH_6054_Maineville,10004404 - Mercy Health,Experian Health,2020-10-30,2020-10-30,1239220055039680,AxiaMed House,,,
378655,Gateway,"Jeffrey W Thurston, ARNP, Inc","10003568 - Jeffrey W Thurston, ARNP, Inc",Office Ally,2020-11-02,2020-11-02,1239220055039615,AxiaMed House,,,
378656,Gateway,Village Dental - Fieldcrest,10007638 - Village Dental,Henry Schein One,2020-11-02,2020-11-02,1239220055039706,AxiaMed House,,,
378722,Gateway,Bear Creek Family Dentistry - CW Village,"10000701 - Bear Creek Family Dentistry, PA",Henry Schein One,2020-11-03,2020-11-03,1239220055039730,AxiaMed House,,,
378742,Gateway,Twisted Spine Rehabilitation,10007406 - Twisted Spine Rehabilitation,Office Ally,2020-11-03,2020-11-03,1239220055039557,AxiaMed House,,,
378821,Gateway,Island Holistic Healing,10003481 - Island Holistic Healing,Office Ally,2020-11-04,2020-11-04,1239220055039771,AxiaMed House,,,
378879,Gateway,NP Health Information Station,10004929 - NP Health Information Station,Office Ally,2020-11-05,2020-11-05,1239220055039805,AxiaMed House,,,
378909,Gateway,Pediatric Spec Va-MyChart,10003425 - Inova Health,Experian Health,2020-11-05,2020-11-05,1239220055039748,AxiaMed House,,,
378910,Gateway,Inova Phys Ptnrs-MyChart,10003425 - Inova Health,Experian Health,2020-11-05,2020-11-05,1239220055039755,AxiaMed House,,,
378911,Gateway,Inova HC Svcs-MyChart,10003425 - Inova Health,Experian Health,2020-11-05,2020-11-05,1239220055039763,AxiaMed House,,,
378933,Gateway,BSMN_SenecaAve_Tiffin,10004404 - Mercy Health,Experian Health,2020-11-05,2020-11-05,1239220055039797,AxiaMed House,,,
378985,Gateway,Smita H. Patel MD,"10006495 - Smita H. Patel, MD",Office Ally,2020-11-06,2020-11-06,1239220055039607,AxiaMed House,,,
378986,Gateway,Space Coast Advanced Practice,10006593 - Space Coast Advanced Practice,Office Ally,2020-11-06,2020-11-06,1239220055039714,AxiaMed House,,,
378987,Gateway,SILICON VALLEY MEDICAL CLINIC,"10006286 - Silicon Valley Medical, Inc.",Office Ally,2020-11-06,2020-11-06,1239220055039599,AxiaMed House,,,
379036,Gateway,Total Health Clinic - SC,10007311 - Total Health Clinic,Office Ally,2020-11-09,2020-11-09,1239220055039847,AxiaMed House,,,
379037,Gateway,Total Health Clinic,10007311 - Total Health Clinic,Office Ally,2020-11-09,2020-11-09,1239220055039854,AxiaMed House,,,
379215,Gateway,"Dawna Gutzmann, MD &amp;  Associates","10001771 - Dawna Gutzmann, MD & Associates",Office Ally,2020-11-12,2020-11-12,1239220055039862,AxiaMed House,,,
379248,Gateway,Sol A. Prebus,10006508 - Sol A. Prebus,Office Ally,2020-11-12,2020-11-12,1239220055039789,AxiaMed House,,,
379251,Gateway,Southard Family Chiropractic,10006557 - Southard Family Chiropractic,Office Ally,2020-11-12,2020-11-12,1239220055039821,AxiaMed House,,,
379259,Gateway,Heid Chiropractic - Glendale,10003198 - Heid Chiropractic,Office Ally,2020-11-12,2020-11-12,1239220055039870,AxiaMed House,,,
379264,Gateway,Pacifica Health,10005108 - Pacifica Health,Office Ally,2020-11-12,2020-11-12,1239220055039904,AxiaMed House,,,
379334,Gateway,"Pinwheel Healing Center, LLC","10005434 - Pinwheel Healing Center, LLC",Office Ally,2020-11-13,2020-11-13,1239220055039920,AxiaMed House,,,
379335,Gateway,One Clinic Express,10005017 - One Clinic Express,Office Ally,2020-11-13,2020-11-13,1239220055039946,AxiaMed House,,,
379410,Gateway,Kinder Anesthesia,10000785 - Blitz Medical Billing,Blitz Medical Billing (partner),2020-11-16,2020-11-16,1239220055039722,AxiaMed House,,,
379449,Gateway,Beaverton-PPCW,10005447 - Planned Parenthood Federations of America,Experian Health,2020-11-16,2020-11-16,,AxiaMed House,,,
379451,Gateway,Bend-PPCW,10005447 - Planned Parenthood Federations of America,Experian Health,2020-11-16,2020-11-16,,AxiaMed House,,,
379452,Gateway,BetterHealth-PPCW,10005447 - Planned Parenthood Federations of America,Experian Health,2020-11-16,2020-11-16,,AxiaMed House,,,
379453,Gateway,Milwaukie Oak Grove-PPCW,10005447 - Planned Parenthood Federations of America,Experian Health,2020-11-16,2020-11-16,,AxiaMed House,,,
379454,Gateway,NE Portland-PPCW,10005447 - Planned Parenthood Federations of America,Experian Health,2020-11-16,2020-11-16,,AxiaMed House,,,
379455,Gateway,Salem-PPCW,10005447 - Planned Parenthood Federations of America,Experian Health,2020-11-16,2020-11-16,,AxiaMed House,,,
379456,Gateway,Telemedicine-PPCW,10005447 - Planned Parenthood Federations of America,Experian Health,2020-11-16,2020-11-16,,AxiaMed House,,,
379457,Gateway,Vancouver-PPCW,10005447 - Planned Parenthood Federations of America,Experian Health,2020-11-16,2020-11-16,,AxiaMed House,,,
379497,Gateway,CAROLINA FAMILY ORTHODONTICS OF BRUSHY CREEK,10002590 - Family Dental Health,Henry Schein One,2020-11-17,2020-11-17,1239220055024997,AxiaMed House,,,
379512,Gateway,Spirit of Hope Counseling Center,10006610 - Spirit of Hope Counseling Center,Office Ally,2020-11-17,2020-11-17,1239220055039987,AxiaMed House,,,
379688,Gateway,ACCESS COMMUNITY HEALTH NETWORK ONLINE,10000068 - Access Community Health Network,Experian Health,2020-11-19,2020-11-19,1239220055039813,AxiaMed House,,,
379783,Gateway,Top Pediatric Therapy,10007301 - Top Pediatric Therapy,Office Ally,2020-11-23,2020-11-23,1239220055039995,AxiaMed House,,,
379918,Gateway,Lifetime Development,10003000 - Lifetime Development,Office Ally,2020-11-24,2020-11-24,1239220055040001,AxiaMed House,,,
379968,Gateway,Alliance Chiropractic Health Center,10000246 - Alliance Chiropractic Health Center,Office Ally,2020-11-25,2020-11-25,1239220055040027,AxiaMed House,,,
380010,Gateway,"GREEN AND SEIDNER FAMILY PRACTICE ASSOCIATES, PC","10003020 - Green and Seidner Family Practice Associates, PC",Experian Health,2020-11-25,2020-11-25,1239220055040035,AxiaMed House,,,
380048,Gateway,"Redlak Recovery Center, PLLC","10005693 - Redlak Recovery Center, PLLC",Office Ally,2020-11-30,2020-11-30,1239220055039979,AxiaMed House,,,
380159,Gateway,Blackhawk Chiropractic,10000773 - Blackhawk Chiropractic,Office Ally,2020-12-01,2020-12-01,1239220055040050,AxiaMed House,,,
380281,Gateway,"Pacific Northwest Behavioral Health, LLC","10005101 - Pacific Northwest Behavioral Health, LLC",Office Ally,2020-12-03,2020-12-03,1239220055040084,AxiaMed House,,,
380282,Gateway,Gateway 2 Counseling,10007986 - Gateway 2 Counseling,Office Ally,2020-12-03,2020-12-03,1239220055040092,AxiaMed House,,,
380403,Gateway,Touchstone Health Clinic,10007994 - Touchstone Health Clinic,Office Ally,2020-12-07,2020-12-07,1239220055040100,AxiaMed House,,,
380723,Gateway,Michael D. Williams Counseling,10004453 - Michael D. Williams Counseling,Office Ally,2020-12-11,2020-12-11,1239220055040142,AxiaMed House,,,
380814,Gateway,FCC Orthopedics,10004404 - Mercy Health,Experian Health,2020-12-14,2020-12-14,1239220055040209,AxiaMed House,,,
380815,Gateway,Marin Regenerative Health,10004225 - Marin Regenerative Health,Office Ally,2020-12-14,2020-12-14,1239220055040183,AxiaMed House,,,
380816,Gateway,Glenview Counseling Group,10002948 - Glenview Counseling Group,Office Ally,2020-12-14,2020-12-14,1239220055040191,AxiaMed House,,,
380818,Gateway,Sophia N. Mirviss MD,"10007993 - Sophia N. Mirviss, MD",Office Ally,2020-12-14,2020-12-14,1239220055040217,AxiaMed House,,,
380845,Gateway,Village Dental - LaGrande,10007638 - Village Dental,Henry Schein One,2020-12-14,2020-12-14,1239220055040167,AxiaMed House,,,
380846,Gateway,Village Dental - Pinellas,10007638 - Village Dental,Henry Schein One,2020-12-14,2020-12-14,1239220055040175,AxiaMed House,,,
380864,Gateway,Stage Stop Hotel,10007033 - Tampa Bay Extended Stay Hotel,Gearco (Partner),2020-12-14,2020-12-14,1239220055040126,AxiaMed House,,,
380971,Gateway,Brain Health USA,10002333 - Brain Health USA,Office Ally,2020-12-15,2020-12-15,1239220055040068,AxiaMed House,,,
381034,Gateway,Community Health Center of Cape Cod - Bourne,10001496 - Community Health Center of Cape Cod,Henry Schein One,2020-12-16,2020-12-16,1239220055040241,AxiaMed House,,,
381035,Gateway,Community Health Center of Cape Cod - Falmouth,10001496 - Community Health Center of Cape Cod,Henry Schein One,2020-12-16,2020-12-16,1239220055040258,AxiaMed House,,,
381036,Gateway,Community Health Center of Cape Cod - Mashpee,10001496 - Community Health Center of Cape Cod,Henry Schein One,2020-12-16,2020-12-16,1239220055040233,AxiaMed House,,,
381297,Gateway,Azul Medical Clinic Inc,10008202 - Azul Medical Company,Office Ally,2020-12-21,2020-12-21,1239220055040266,AxiaMed House,,,
381355,Gateway,Stay Lodge of Dalton,10007997 - Stay Lodge of Dalton,Gearco (Partner),2020-12-21,2020-12-21,1239220055040373,AxiaMed House,,,
381365,Gateway,Podiatry Institute of Southern California,10005463 - Podiatry Institute of Southern California,Office Ally,2020-12-22,2020-12-22,1239220055040340,AxiaMed House,,,
381409,Gateway,HRMC - All Payment Modules,10003362 - Hutchinson Regional Hospital,Experian Health,2020-12-22,2020-12-22,1239220055040324,AxiaMed House,,,
381454,Gateway,BSMH_St_Pete_Roosevelt,10004404 - Mercy Health,Experian Health,2020-12-23,2020-12-23,1239220055040399,AxiaMed House,,,
13998,Gateway,NYSTROM & ASSOCIATES OL,"10004951 - Nystrom & Associates, Ltd.",Relatient,2020-08-21,2020-08-21,,AxiaMed House,,,
381455,Gateway,BSMN_St_Pete_FourthSt,10004404 - Mercy Health,Experian Health,2020-12-23,2020-12-23,1239220055040407,AxiaMed House,,,
381749,Gateway,Kristin Avicolli MD,"10008250 - Kristin Avicolli, MD",Office Ally,2021-01-04,2021-01-04,1239220055040480,AxiaMed House,,,
381815,Gateway,NW Mind-Body Wellness,10007981 - NW Mind-Body Wellness,Office Ally,2021-01-05,2021-01-05,1239220055040076,AxiaMed House,,,
381850,Gateway,CommUnityCare Billing,10001493 - CommUnity Care,Experian Health,2021-01-06,2021-01-06,1239220055040415,AxiaMed House,,,
381851,Gateway,CommUnityCare Point of Care,10001493 - CommUnity Care,Experian Health,2021-01-06,2021-01-06,1239220055040423,AxiaMed House,,,
381852,Gateway,CommUnityCare Payment Portal,10001493 - CommUnity Care,Experian Health,2021-01-06,2021-01-06,1239220055040431,AxiaMed House,,,
381936,Gateway,Albuquerque Family Counseling,10008258 - Albuquerque Family Counseling,Office Ally,2021-01-07,2021-01-07,1239220055040514,AxiaMed House,,,
381968,Gateway,"Back on Track Counseling, PLLC",10002742 - Fountaingate Psychological and Family Services,Office Ally,2021-01-08,2021-01-08,1239220055040464,AxiaMed House,,,
382060,Gateway,Knisely Audiology Services,10008263 - Knisely Audiology Services,Office Ally,2021-01-11,2021-01-11,1239220055040555,AxiaMed House,,,
382061,Gateway,"Bridgeway Counseling Center, LLC","10000880 - Bridgeway Counseling Center, LLC",Office Ally,2021-01-11,2021-01-11,1239220055040548,AxiaMed House,,,
382081,Gateway,United Sleep Apnea Services,10007481 - United Sleep Apnea Services,Office Ally,2021-01-11,2021-01-11,1239220055040159,AxiaMed House,,,
382089,Gateway,New Berlin Dental Group - Online,10001562 - CORDENTAL Group,Henry Schein One,2021-01-11,2021-01-11,1239220055039441,AxiaMed House,,,
382132,Gateway,Broward Medical &amp; Rehab,10008268 - Broward Medical & Rehab,Office Ally,2021-01-12,2021-01-12,1239220055040563,AxiaMed House,,,
382136,Gateway,The Trillium Path,10008208 - The Trillium Path,Office Ally,2021-01-12,2021-01-12,1239220055040449,AxiaMed House,,,
15592,Gateway,LRH Legacy - Ins Payments,10003897 - Lakeland Health SVPP,Relatient,2021-07-09,2021-07-09,1239220055044409,AxiaMed House,,,
15683,Gateway,One Pediatrics - Simpsonville,10009125 - One Pediatrics - Simpsonville,Relatient,2021-08-06,2021-08-06,1239220055044946,AxiaMed House,,,
382167,Gateway,Valley Parkinson Clinic,10007587 - Valley Parkinson Clinic,Office Ally,2021-01-13,2021-01-13,1239220055040738,AxiaMed House,,,
382168,Gateway,Talaga Internal Medicine,10008255 - Talaga Internal Medicine,Office Ally,2021-01-13,2021-01-13,1239220055040720,AxiaMed House,,,
382246,Gateway,Osama Naga MD PA,"10005062 - Osama Naga, MD, PA",Office Ally,2021-01-14,2021-01-14,1239220055040746,AxiaMed House,,,
382298,Gateway,BSMH-UpState-10EnterpriseBlvd,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040506,AxiaMed House,,,
382299,Gateway,BSMH-213HaltonRd,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040589,AxiaMed House,,,
382300,Gateway,BSMH-309WButler,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040597,AxiaMed House,,,
382301,Gateway,BSMH-5SLewisPlaza,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040605,AxiaMed House,,,
13702,Gateway,Dr Jonathan Hall MD FACS,"10002219 - Dr. Jonathan Hall, MD, FACS",Relatient,2020-07-01,2020-07-01,1239220055037064,AxiaMed House,,,
14341,Gateway,WOMENS CARE GROUP PLLC,"10007529 - University Physicians' Association, Inc.",Relatient,2019-03-29,2019-03-29,,AxiaMed House,,,
382302,Gateway,BSMH-317StFrancis,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040613,AxiaMed House,,,
382303,Gateway,BSMH-712Congaree,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040621,AxiaMed House,,,
382304,Gateway,BSMH-9MapleTreeCt,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040639,AxiaMed House,,,
382305,Gateway,BSMJH-3StFrancis,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040647,AxiaMed House,,,
382306,Gateway,BSMH-2Innovation,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040654,AxiaMed House,,,
382307,Gateway,BSMH-104Innovation,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040662,AxiaMed House,,,
382308,Gateway,BSMH-135Commonwealth,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040670,AxiaMed House,,,
382309,Gateway,BSMH-131Commonwealth,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040688,AxiaMed House,,,
382310,Gateway,BSMH-210Ladean,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040696,AxiaMed House,,,
382311,Gateway,BSMH-209PatewoodDr,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040704,AxiaMed House,,,
382312,Gateway,BSMH-200AndrewsSt,10004404 - Mercy Health,Experian Health,2021-01-15,2021-01-15,1239220055040712,AxiaMed House,,,
382334,Gateway,Podiatry Services New,10008264 - Podiatry Services,Office Ally,2021-01-15,2021-01-15,1239220055040530,AxiaMed House,,,
382471,Gateway,"Susan A. Schaffer, LCSW","10008277 - Susan A. Schaffer, LCSW",Office Ally,2021-01-19,2021-01-19,1239220055040811,AxiaMed House,,,
382525,Gateway,"Center for Speech and Learning, LLC","10008234 - Center for Speech and Learning, LLC",Office Ally,2021-01-20,2021-01-20,1239220055040571,AxiaMed House,,,
382577,Gateway,Carlin Barnes MD PA,"10008284 - Carlin Barnes, MD & Associates",Office Ally,2021-01-21,2021-01-21,1239220055040837,AxiaMed House,,,
382643,Gateway,Spring Wind Acupuncture,10006670 - Spring Wind Acupuncture,Office Ally,2021-01-22,2021-01-22,1239220055040878,AxiaMed House,,,
382667,Gateway,Suburban Maryland Urology Associates,10008225 - Suburban Maryland Urology Associates,Office Ally,2021-01-22,2021-01-22,1239220055040845,AxiaMed House,,,
382743,Gateway,"Collaborative Journeys, LLC","10001461 - Collaborative Journeys, LLC",Office Ally,2021-01-25,2021-01-25,1239220055040886,AxiaMed House,,,
382745,Gateway,Tri Valley Chiropractic &amp; Sports Medicine,10008304 - Tri Valley Chiropractic & Sports Medicine,Office Ally,2021-01-25,2021-01-25,1239220055040910,AxiaMed House,,,
382803,Gateway,HLC Therapy Group,10003044 - Grow Pediatric Therapies,Office Ally,2021-01-26,2021-01-26,1239220055040951,AxiaMed House,,,
382822,Gateway,"Laurel Plastic Surgery, LLC","10008283 - Laurel Plastic Surgery, LLC",Office Ally,2021-01-26,2021-01-26,1239220055040928,AxiaMed House,,,
382870,Gateway,"Siavash Ghoreishi, MD","10008302 - Siavash Ghoreishi, MD",Office Ally,2021-01-27,2021-01-27,1239220055040902,AxiaMed House,,,
382881,Gateway,Bright Hearts Counseling,10008279 - Bright Hearts Counseling,Office Ally,2021-01-27,2021-01-27,1239220055040761,AxiaMed House,,,
382882,Gateway,Lukens Chiropractic,10008292 - Lukens Chiropractic,Office Ally,2021-01-27,2021-01-27,1239220055040852,AxiaMed House,,,
382883,Gateway,Bloom Pediatric Therapies,"10008229 - Bloom Pediatric Therapies, Inc.",Office Ally,2021-01-27,2021-01-27,1239220055040787,AxiaMed House,,,
382884,Gateway,"Sheela Stocks, PhD","10008281 - Sheela Stocks, PhD",Office Ally,2021-01-27,2021-01-27,1239220055040936,AxiaMed House,,,
383014,Gateway,Robert B Devney,10008298 - Robert B Devney,Office Ally,2021-01-29,2021-01-29,1239220055041025,AxiaMed House,,,
383016,Gateway,"Pinnacle Orthotics, LLC","10008341 - Pinnacle Orthotics, LLC",Office Ally,2021-01-29,2021-01-29,1239220055041041,AxiaMed House,,,
383664,Gateway,Apex PT - San Antonio,10000448 - ApexNetwork Physical Therapy,Practice Pro (Partner),2021-02-10,2021-02-10,1239220055041033,AxiaMed House,,,
384462,Gateway,Home 1 Extended Stay - Gayatari LLC,10000925 - Budgetel Atlanta,Gearco (Partner),2021-02-25,2021-02-25,1239220055041389,AxiaMed House,,,
384566,Gateway,TCH Springfield Township,10007101 - The Christ Hospital,Experian Health,2021-03-01,2021-03-01,1239220055041330,AxiaMed House,,,
384672,Gateway,The Chatt Inn TN,10008549 - The Chatt Inn TN,Gearco (Partner),2021-03-02,2021-03-02,1239220055041454,AxiaMed House,,,
384673,Gateway,Mountain View Inn TN,10008550 - Mountain View Inn TN,Gearco (Partner),2021-03-02,2021-03-02,1239220055041462,AxiaMed House,,,
384720,Gateway,MCLEOD HEALTH,10004314 - McLeod Health,Experian Health,2021-03-02,2021-03-02,,AxiaMed House,,,
385252,Gateway,Clarksdale - Northwest Medical Center,10008327 - Delta Health System: Northwest Medical Center,Experian Health,2021-03-11,2021-03-11,1239220055041074,AxiaMed House,,,
385253,Gateway,Clarksdale Medical Group,10008327 - Delta Health System: Northwest Medical Center,Experian Health,2021-03-11,2021-03-11,1239220055041082,AxiaMed House,,,
385266,Gateway,ApexPT - Aviston,10000448 - ApexNetwork Physical Therapy,Practice Pro (Partner),2021-03-12,2021-03-12,1239220055041504,AxiaMed House,,,
385814,Gateway,Extended Stay Pocatello,"10003581 - Jerome Motel, LLC",Gearco (Partner),2021-03-23,2021-03-23,1239220055041728,AxiaMed House,,,
385981,Gateway,Texarkana Medical #51,10000475 - ARcare,Relatient,2021-03-25,2021-03-25,1239220055041744,AxiaMed House,,,
386338,Gateway,"Comfort Care Providers, LLC","10008696 - Comfort Care Providers, LLC",Office Ally,2021-03-31,2021-03-31,1239220055041983,AxiaMed House,,,
